ID	Note Type	Time Appear	Duration	ItemID	NodeID
0	Multi	2.142709	0.1041667	0	0
1	Multi	3.280209	0.1041667	0	0
2	Multi	4.429167	0.1041667	0	0
3	Multi	5.570834	0.1041667	0	0
4	Multi	6.713542	0.1041667	0	0
5	Multi	7.280209	0.1041667	0	0
6	Multi	7.569792	0.1041667	0	0
7	Multi	7.858334	0.1041667	0	0
8	Multi	8.142709	0.1041667	0	0
9	Multi	8.429167	0.1041667	0	0
10	Multi	9.570834	0.1041667	0	0
11	Multi	10.71354	0.1041667	0	0
12	Multi	11.85833	0.1041667	0	0
13	Multi	12.41979	0.1041667	0	0
14	Multi	13	0.1041667	0	0
15	Multi	14.14271	0.1041667	0	0
16	Multi	15.28646	0.1041667	0	0
17	Multi	16.42917	0.1041667	0	0
18	Multi	17	0.1041667	0	0
19	Multi	17.57084	0.1041667	0	0
20	Multi	18.71354	0.1041667	0	0
21	Multi	19.85833	0.1041667	0	0
22	Multi	21	0.1041667	0	0
23	Multi	21.56979	0.1041667	0	0
24	Multi	22.14271	0.1041667	0	0
25	Multi	23.28646	0.1041667	0	0
26	Multi	24.42917	0.1041667	0	0
27	Multi	25.57084	0.1041667	0	0
28	Multi	26.13959	0.1041667	0	0
29	Multi	26.71354	0.1041667	0	0
30	Multi	27.85834	0.1041667	0	0
31	Multi	28.41979	0.1041667	0	0
32	Multi	29	0.1041667	0	0
33	Multi	29.56979	0.1041667	0	0
34	Multi	30.14271	0.1041667	0	0
35	Multi	30.71042	0.1041667	0	0
36	Multi	31.28542	0.1041667	0	0
37	Multi	31.85	0.1041667	0	0
38	Multi	32.42917	0.1041667	0	0
39	Multi	33	0.1041667	0	0
40	Multi	33.57188	0.1041667	0	0
41	Multi	34.13958	0.1041667	0	0
42	Multi	34.71458	0.1041667	0	0
43	Multi	35.28021	0.1041667	0	0
44	Multi	35.85833	0.1041667	0	0
45	Multi	36.41979	0.1041667	0	0
46	Multi	37	0.1041667	0	0
47	Multi	37.56979	0.1041667	0	0
48	Multi	38.14271	0.1041667	0	0
49	Multi	38.71042	0.1041667	0	0
50	Multi	39.2875	0.1041667	0	0
51	Multi	39.85	0.1041667	0	0
52	Multi	40.41979	0.1041667	0	0
53	Multi	41	0.1041667	0	0
54	Multi	41.57188	0.1041667	0	0
55	Multi	42.13959	0.1041667	0	0
56	Multi	42.71563	0.1041667	0	0
57	Multi	43.28021	0.1041667	0	0
58	Multi	43.85938	0.1041667	0	0
59	Multi	44.13959	0.1041667	0	0
60	Multi	44.41979	0.1041667	0	0
61	Multi	44.71042	0.1041667	0	0
62	Multi	45	0.1041667	0	0
63	Multi	46.14271	0.1041667	0	0
64	Multi	47.28646	0.1041667	0	0
65	Multi	48.42917	0.1041667	0	0
66	Multi	49	0.1041667	0	0
67	Multi	49.57188	0.1041667	0	0
68	Multi	50.71458	0.1041667	0	0
69	Multi	51.85834	0.1041667	0	0
70	Multi	53	0.1041667	0	0
71	Multi	53.28021	0.1041667	0	0
72	Multi	53.57188	0.1041667	0	0
73	Multi	53.8573	0.1041667	0	0
74	Multi	54.14271	0.1041667	0	0
75	Multi	55.28646	0.1041667	0	0
76	Multi	56.42917	0.1041667	0	0
77	Multi	57.57188	0.1041667	0	0
78	Multi	57.85	0.1041667	0	0
79	Multi	58.14271	0.1041667	0	0
80	Multi	58.42917	0.1041667	0	0
81	Multi	58.71459	0.1041667	0	0
82	Multi	59.85834	0.1041667	0	0
83	Multi	61	0.1041667	0	0
84	Multi	62.14271	0.1041667	0	0
85	Multi	62.4198	0.1041667	0	0
86	Multi	62.71459	0.1041667	0	0
87	Multi	63	0.1041667	0	0
88	Multi	63.28646	0.1041667	0	0
89	Multi	64.41979	0.1041667	0	0
90	Multi	65	0.1041667	0	0
91	Multi	65.57188	0.1041667	0	0
92	Multi	66.13959	0.1041667	0	0
93	Multi	66.71458	0.1041667	0	0
94	Multi	67.28646	0.1041667	0	0
95	Multi	67.85834	0.1041667	0	0
96	Multi	68.41979	0.1041667	0	0
97	Multi	69	0.1041667	0	0
98	Multi	69.57188	0.1041667	0	0
99	Multi	70.14272	0.1041667	0	0
100	Multi	70.71042	0.1041667	0	0
101	Multi	71.28646	0.1041667	0	0
102	Multi	71.85834	0.1041667	0	0
103	Multi	72.42917	0.1041667	0	0
104	Multi	73	0.1041667	0	0
105	Multi	73.57188	0.1041667	0	0
106	Multi	74.14272	0.1041667	0	0
107	Multi	74.71458	0.1041667	0	0
108	Multi	75.28021	0.1041667	0	0
109	Multi	75.85834	0.1041667	0	0
110	Multi	76.42917	0.1041667	0	0
111	Multi	77.00001	0.1041667	0	0
112	Multi	77.56979	0.1041667	0	0
113	Multi	78.14272	0.1041667	0	0
114	Multi	78.71458	0.1041667	0	0
115	Multi	79.28646	0.1041667	0	0
116	Multi	79.85001	0.1041667	0	0
117	Multi	80.42917	0.1041667	0	0
118	Multi	80.71042	0.1041667	0	0
119	Multi	81.00001	0.1041667	0	0
120	Multi	81.28021	0.1041667	0	0
121	Multi	81.57188	0.1041667	0	0
