ID	Note Type	Time Appear	Duration	ItemID	NodeID
0	Single	1.875	0	0	0
1	Single	2.578125	0	0	0
2	Single	3.75	0	0	0
3	Single	3.75	0	0	0
4	Single	4.453125	0	0	0
5	Single	5.625	0	0	0
6	Single	6.328125	0	0	0
7	Single	6.328125	0	0	0
8	Single	7.5	0	0	0
9	Single	8.203125	0	0	0
10	Single	8.203125	0	0	0
11	Single	9.375001	0	0	0
12	Single	10.07813	0	0	0
13	Single	10.07813	0	0	0
14	Single	11.25	0	0	0
15	Single	11.95313	0	0	0
16	Single	11.95313	0	0	0
17	Single	13.125	0	0	0
18	Single	13.82813	0	0	0
19	Single	15	0	0	0
20	Single	15.70313	0	0	0
21	Single	17.34375	0	0	0
22	Single	17.34375	0	0	0
23	Single	17.34375	0	0	0
24	Single	18.28125	0	0	0
25	Single	19.21875	0	0	0
26	Single	20.15625	0	0	0
27	Single	20.625	0	0	0
28	Single	21.09375	0	0	0
29	Single	21.09375	0	0	0
30	Single	21.5625	0	0	0
31	Single	22.03125	0	0	0
32	Single	22.5	0	0	0
33	Single	22.96875	0	0	0
34	Single	22.96875	0	0	0
35	Single	23.4375	0	0	0
36	Single	23.90625	0	0	0
37	Single	24.375	0	0	0
38	Single	24.84375	0	0	0
39	Single	24.84375	0	0	0
40	Single	25.78125	0	0	0
41	Single	26.71875	0	0	0
42	Single	27.65625	0	0	0
43	Single	28.125	0	0	0
44	Single	28.59375	0	0	0
45	Single	28.59375	0	0	0
46	Single	29.0625	0	0	0
47	Single	29.53125	0	0	0
48	Single	31.4	0	0	0
49	Single	31.4	0	0	0
50	Single	31.875	0	0	0
51	Single	32.34375	0	0	0
52	Single	32.8125	0	0	0
53	Single	33.28125	0	0	0
54	Single	33.75	0	0	0
55	Single	34.21875	0	0	0
56	Single	34.6875	0	0	0
57	Single	35.15625	0	0	0
58	Single	35.625	0	0	0
59	Single	35.625	0	0	0
60	Single	35.625	0	0	0
61	Single	36.09375	0	0	0
62	Single	36.5625	0	0	0
63	Single	37.03125	0	0	0
64	Single	37.5	0	0	0
65	Single	37.96875	0	0	0
66	Single	38.4375	0	0	0
67	Single	38.90625	0	0	0
68	Single	39.375	0	0	0
69	Single	39.375	0	0	0
70	Single	39.375	0	0	0
71	Single	39.84375	0	0	0
72	Single	40.3125	0	0	0
73	Single	40.78125	0	0	0
74	Single	41.25	0	0	0
75	Single	41.71875	0	0	0
76	Single	42.1875	0	0	0
77	Single	42.65625	0	0	0
78	Single	43.125	0	0	0
79	Single	43.59375	0	0	0
80	Single	44.0625	0	0	0
81	Single	44.53125	0	0	0
82	Single	45	0	0	0
83	Single	45	0	0	0
84	Single	45	0	0	0
85	Single	46.40625	0	0	0
86	Single	46.875	0	0	0
87	Single	46.875	0	0	0
88	Single	47.34375	0	0	0
89	Single	47.8125	0	0	0
90	Single	48.28125	0	0	0
91	Single	48.28125	0	0	0
92	Single	48.75	0	0	0
93	Single	48.75	0	0	0
94	Single	49.21875	0	0	0
95	Single	49.6875	0	0	0
96	Single	50.15625	0	0	0
97	Single	50.625	0	0	0
98	Single	50.625	0	0	0
99	Single	51.09375	0	0	0
100	Single	51.09375	0	0	0
101	Single	52.03125	0	0	0
102	Single	52.96875	0	0	0
103	Single	53.90625	0	0	0
104	Single	53.90625	0	0	0
105	Single	54.84375	0	0	0
106	Single	54.84375	0	0	0
107	Single	55.3125	0	0	0
108	Single	55.78125	0	0	0
109	Single	56.25	0	0	0
110	Single	56.25	0	0	0
111	Single	56.71875	0	0	0
112	Single	57.1875	0	0	0
113	Single	57.65625	0	0	0
114	Single	58.125	0	0	0
115	Single	58.125	0	0	0
116	Single	58.125	0	0	0
117	Single	58.58959	0	0	0
118	Single	59.05938	0	0	0
119	Single	59.52709	0	0	0
120	Single	59.99584	0	0	0
121	Single	59.99584	0	0	0
122	Single	60.4625	0	0	0
123	Single	60.93125	0	0	0
124	Single	61.40834	0	0	0
125	Single	61.87709	0	0	0
126	Single	61.87709	0	0	0
127	Single	62.34375	0	0	0
128	Single	62.8125	0	0	0
129	Single	63.28125	0	0	0
130	Single	63.78021	0	0	0
131	Single	63.78021	0	0	0
132	Single	63.78021	0	0	0
133	Single	64.24896	0	0	0
134	Single	64.71771	0	0	0
135	Single	65.18646	0	0	0
136	Single	65.65521	0	0	0
137	Single	65.65521	0	0	0
138	Single	66.10313	0	0	0
139	Single	66.57188	0	0	0
140	Single	67.03959	0	0	0
141	Single	67.50521	0	0	0
142	Single	67.50521	0	0	0
143	Single	67.96875	0	0	0
144	Single	68.4698	0	0	0
145	Single	68.90625	0	0	0
146	Single	68.90625	0	0	0
147	Single	69.84375	0	0	0
148	Single	70.3125	0	0	0
149	Single	70.78125	0	0	0
150	Single	70.78125	0	0	0
151	Single	71.25	0	0	0
152	Single	71.25	0	0	0
153	Single	71.71875	0	0	0
154	Single	72.1875	0	0	0
155	Single	72.65625	0	0	0
156	Single	73.125	0	0	0
157	Single	73.125	0	0	0
158	Single	73.59271	0	0	0
159	Single	74.53126	0	0	0
160	Single	74.53126	0	0	0
161	Single	76.40626	0	0	0
162	Single	76.8698	0	0	0
163	Single	76.8698	0	0	0
